ID	UT	N_Arvore	DAP	HC	G	Volume	X	Y	Z
1	3	8001	0.897632	13	0.632829	6.51648	550484.8965	9797749.159	63.507801
2	3	8003	0.6589	7	0.34098	2.077636	550476.9986	9797785.47	66.265602
3	3	8004	0.684365	12	0.367845	3.535687	550466.6566	9797793.32	68.247002
4	3	8005	0.716196	13	0.402859	4.14418	550473.1135	9797775.249	66.265602
5	3	8007	0.779857	14	0.477662	5.233366	550452.8676	9797802.388	68.247002
6	3	8011	0.725745	14	0.413674	4.530833	550447.8616	9797838.241	70.039001
7	3	8013	0.630252	11	0.311974	2.784965	550476.6726	9797857.356	70.452904
8	3	8016	0.636618	13	0.318308	3.272679	550443.9756	9797867.092	70.806396
9	3	8017	0.531576	11	0.221933	1.979655	550482.2267	9797893.541	70.283798
10	3	8019	0.668449	13	0.350935	3.608921	550481.9171	9797970.216	72.352997
11	3	8022	0.939012	13	0.69252	7.132585	550466.3521	9797991	74.533401
12	3	8023	0.668449	12	0.350935	3.372791	550457.1221	9797997.856	74.533401
13	3	8024	0.78304	17	0.481569	6.217445	550467.5666	9798001.292	74.533401
14	3	8025	0.636618	12	0.318308	3.058549	550470.5746	9798018.755	76.076897
15	3	8026	0.684365	16	0.367845	4.509174	550481.8778	9798045.912	75.935402
16	3	8028	0.620703	12	0.302592	2.907202	550475.948	9798057.308	76.570297
17	3	8030	0.716196	16	0.402859	4.939397	550481.0171	9798096.17	76.842201
18	3	8033	0.572956	12	0.25783	2.476251	550476.8314	9798165.88	81.467003
19	3	8036	0.735294	12	0.424631	4.082828	550481.791	9798289.319	84.148598
20	3	8038	1.002674	16	0.789604	9.695888	550456.3659	9798409.759	80.631104
21	3	8039	0.592055	15	0.275305	3.193503	550462.3739	9798417.716	80.631104
22	3	8040	0.598421	14	0.281257	3.077847	550465.0429	9798417.273	80.631104
23	3	8041	0.728928	17	0.41731	5.38608	550484.2584	9798428.969	81.699799
24	3	8042	0.544309	12	0.232691	2.2343	550479.091	9798534.154	79.6511
25	3	8043	0.655717	12	0.337693	3.245247	550487.6377	9798537.91	79.6511
26	3	8044	0.636618	12	0.318308	3.058549	550473.953	9798526.197	78.246803
27	3	8045	0.903998	17	0.641837	8.291998	550478.207	9798557.698	79.6511
28	3	8047	0.560224	13	0.246498	2.532905	550482.3499	9798584.306	80.161003
29	3	8048	1.018589	14	0.814869	8.938627	550473.0069	9798585.082	79.442001
30	3	8050	0.636618	12	0.318308	3.058549	550463.067	9798579.035	79.442001
31	3	8053	0.70028	17	0.385153	4.970142	550455.701	9798478.782	78.205803
32	3	8054	0.859435	10	0.580117	4.784425	550476.147	9798403.945	82.180496
33	3	8056	0.954927	18	0.716194	9.713103	550484.93	9798389.463	82.703003
34	3	8058	0.636618	16	0.318308	3.900665	550433.059	9798225.774	81.568703
35	3	8059	0.592055	10	0.275305	2.26673	550456.523	9798210.625	82.935501
36	3	8060	0.795773	17	0.497357	6.421749	550426.704	9798164.318	80.355499
37	3	8061	0.830787	17	0.542087	7.000652	550423.921	9798154.26	78.821899
38	3	8064	0.719379	16	0.406448	4.9835	550457.839	9798136.456	79.654503
39	3	8065	0.611154	14	0.293353	3.210517	550451.387	9798131.594	79.654503
40	3	8070	0.592055	12	0.275305	2.644476	550457.925	9798034.874	76.076897
41	3	8071	0.636618	13	0.318308	3.272679	550437.791	9798025.705	75.881203
42	3	8072	0.652534	16	0.334423	4.098592	550447.576	9798016.197	76.076897
43	3	8074	0.795773	13	0.497357	5.118698	550444.563	9797976.405	72.798698
44	3	8077	0.636618	14	0.318308	3.484274	550468.918	9797964.24	72.798401
45	3	8079	0.636618	16	0.318308	3.900665	550484.82	9797953.956	72.352997
46	3	8080	0.821238	16	0.529697	6.49854	550478.949	9797934.067	71.016296
47	3	8081	0.677998	16	0.361033	4.425486	550470.242	9797921.021	71.240601
48	3	8082	0.6589	13	0.34098	3.506318	550439.984	9797901.243	70.881104
49	3	8085	0.56659	17	0.252132	3.250495	550454.434	9797866.642	70.452904
50	3	8087	0.652534	16	0.334423	4.098592	550484.904	9797847.511	68.7202
51	3	8088	0.789407	12	0.489431	4.70738	550468.662	9797830.714	70.039001
52	3	8089	0.604787	16	0.287273	3.519538	550476.331	9797810.484	68.247002
53	3	8090	0.827604	14	0.537941	5.895379	550480.89	9797807.167	67.056503
54	3	8091	0.773491	17	0.469895	6.06639	550472.98	9797754.444	64.098503
55	3	8092	0.843519	12	0.55883	5.37647	550475.204	9797751.349	64.098503
56	3	8093	0.646168	12	0.327929	3.151205	550472.644	9797745.933	64.098503
57	3	8094	0.572956	12	0.25783	2.476251	550468.858	9797728.801	62.779499
58	3	8095	0.811688	16	0.51745	6.347955	550471.527	9797726.037	62.779499
59	3	8097	1.018589	16	0.814869	10.006846	550485.1135	9797717.344	61.831001
60	3	8098	0.592055	13	0.275305	2.829616	550464.73	9797676.961	61.397202
61	3	8099	0.954927	14	0.716194	7.853934	550454.715	9797658.284	59.928699
62	3	8101	0.827604	18	0.537941	7.290923	550449.591	9797627.556	58.030701
63	3	8102	0.732111	12	0.420963	4.047476	550442.815	9797661.161	61.017502
64	3	8104	0.888083	16	0.619436	7.602172	550412.12	9797669.127	63.3568
65	3	8105	0.598421	12	0.281257	2.701782	550412.121	9797674.764	63.3568
66	3	8107	0.636618	14	0.318308	3.484274	550442.492	9797703.938	63.645401
67	3	8108	0.541126	15	0.229978	2.666634	550463.85	9797714.322	62.779499
68	3	8112	0.748026	18	0.439465	5.953522	550458.858	9797768.044	66.265602
69	3	8114	0.722562	12	0.410053	3.942346	550447.41	9797797.559	68.247002
70	3	8115	0.843519	11	0.55883	4.995176	550429.953	9797816.907	69.123497
71	3	8116	0.592055	12	0.275305	2.644476	550414.156	9797802.431	69.781197
72	3	8118	0.763942	9	0.458364	3.456297	550410.383	9797839.461	70.7976
73	3	8119	0.70028	13	0.385153	3.96164	550421.845	9797860.46	70.806396
74	3	8120	0.703463	14	0.388663	4.256298	550428.746	9797881.349	70.806396
75	3	8122	0.636618	14	0.318308	3.484274	550418.647	9797969.337	72.798698
76	3	8124	0.811688	16	0.51745	6.347955	550404.53	9798001.949	73.507599
77	3	8127	0.754393	16	0.446977	5.481597	550425.458	9798077.107	76.7696
78	3	8128	0.611154	11	0.293353	2.618374	550424.235	9798078.544	76.7696
79	3	8129	0.636618	10	0.318308	2.621656	550429.131	9798087.165	76.7696
80	3	8131	0.636618	14	0.318308	3.484274	550411.007	9798104.965	76.0121
81	3	8134	0.595238	12	0.278273	2.673052	550416.466	9798143.54	78.821899
82	3	8135	0.572956	12	0.25783	2.476251	550394.458	9798199.477	79.139099
83	3	8137	0.795773	12	0.497357	4.783785	550389.009	9798200.252	79.139099
84	3	8138	0.903998	16	0.641837	7.877723	550378.562	9798231.867	75.789001
85	3	8141	0.57614	10	0.260703	2.146237	550412.154	9798246.118	79.028603
86	3	8144	0.636618	10	0.318308	2.621656	550397.149	9798284.035	78.772102
87	3	8146	1.082251	16	0.919911	11.299873	550374.909	9798302.61	75.524498
88	3	8148	0.662083	12	0.344282	3.308711	550409.279	9798312.881	78.2929
89	3	8149	0.671632	16	0.354285	4.342584	550417.735	9798324.485	81.194901
90	3	8150	0.728928	13	0.41731	4.293179	550424.856	9798332.774	81.194901
91	3	8151	0.592055	12	0.275305	2.644476	550434.086	9798329.013	81.194901
92	3	8152	0.728928	13	0.41731	4.293179	550420.185	9798337.196	81.194901
93	3	8155	0.572956	14	0.25783	2.820924	550387.152	9798334.441	78.683296
94	3	8157	1.088617	14	0.930766	10.212993	550396.278	9798359.42	78.902901
95	3	8161	0.636618	16	0.318308	3.900665	550415.308	9798403.96	79.152199
96	3	8166	0.881716	12	0.610587	5.875591	550414.665	9798499.573	76.188599
97	3	8168	0.557041	18	0.243705	3.297146	550415.007	9798531.849	77.238297
98	3	8169	0.74166	12	0.432016	4.153994	550409.565	9798562.358	77.660797
99	3	8170	0.888083	18	0.619436	8.398119	550342.058	9798583.155	74.251198
100	3	8171	0.709829	13	0.395729	4.07067	550324.93	9798585.039	74.251198
101	3	8172	0.636618	13	0.318308	3.272679	550320.481	9798583.935	71.387901
102	3	8175	0.56659	10	0.252132	2.075525	550366.401	9798526.003	75.411598
103	3	8176	0.611154	10	0.293353	2.415674	550329.012	9798453.391	73.287399
104	3	8179	0.572956	12	0.25783	2.476251	550405.977	9798450.829	76.948799
105	3	8180	0.693914	10	0.378182	3.115997	550387.614	9798405.736	79.152199
106	3	8181	0.954927	18	0.716194	9.713103	550384.722	9798401.426	79.152199
107	3	8184	0.455182	12	0.162727	1.561248	550343.19	9798222.039	72.097801
108	3	8186	0.70028	12	0.385153	3.702432	550380.548	9798169.636	75.3451
109	3	8188	0.954927	17	0.716194	9.254908	550394.873	9798079.657	75.642097
110	3	8190	1.212758	12	1.155149	11.131789	550345.461	9797964.603	67.773598
111	3	8192	0.827604	16	0.537941	6.599912	550355.469	9797955.315	70.378998
112	3	8193	0.70028	13	0.385153	3.96164	550362.141	9797948.903	70.378998
113	3	8194	0.588872	12	0.272353	2.616053	550364.81	9797948.791	70.378998
114	3	8195	0.636618	12	0.318308	3.058549	550375.596	9797936.961	69.590897
115	3	8196	0.763942	16	0.458364	5.621569	550383.602	9797932.428	69.590897
116	3	8199	0.579323	14	0.263591	2.884103	550357.23	9797881.809	70.581703
117	3	8201	0.868984	17	0.59308	7.660738	550352.554	9797865.12	69.969902
118	3	8202	0.620703	12	0.302592	2.907202	550359.336	9797853.844	70.581703
119	3	8203	0.954927	16	0.716194	8.792525	550384.134	9797835.599	70.971397
120	3	8204	0.763942	12	0.458364	4.407926	550392.363	9797830.733	70.7976
121	3	8205	0.923097	10	0.669243	5.521255	550382.349	9797812.498	70.275299
122	3	8207	0.763942	12	0.458364	4.407926	550361.772	9797811.729	70.275299
123	3	8208	0.668449	15	0.350935	4.073026	550396.688	9797781.102	68.048401
124	3	8209	0.611154	14	0.293353	3.210517	550402.58	9797768.721	68.048401
125	3	8211	0.843519	16	0.55883	6.856783	550387.215	9797704.946	64.574799
126	3	8212	0.818054	18	0.525599	7.123269	550376.646	9797691.464	64.274101
127	3	8213	0.671632	17	0.354285	4.570953	550368.077	9797671.349	64.274101
128	3	8214	0.954927	12	0.716194	6.894304	550371.635	9797666.595	62.659302
129	3	8215	1.107716	16	0.963711	11.839127	550405.216	9797638.179	61.981899
130	3	8216	0.87535	17	0.601802	7.773649	550343.822	9797637.31	61.251099
131	3	8217	0.601604	12	0.284257	2.730666	550316.238	9797633.78	61.368801
132	3	8218	0.757576	13	0.450757	4.63807	550301.342	9797664.954	63.5215
133	3	8220	0.579323	13	0.263591	2.708955	550338.94	9797686.278	65.036301
134	3	8221	0.636618	12	0.318308	3.058549	550318.486	9797730.055	67.616898
135	3	8222	0.630252	18	0.311974	4.223124	550322.936	9797731.933	67.616898
136	3	8223	0.550675	11	0.238166	2.124799	550339.175	9797736.903	67.7938
137	3	8225	0.662083	12	0.344282	3.308711	550341.961	9797755.693	67.7938
138	3	8226	0.569773	13	0.254973	2.620189	550316.716	9797766.753	68.781601
139	3	8229	0.56659	13	0.252132	2.59093	550318.187	9797867.781	68.3899
140	3	8230	0.592055	13	0.275305	2.829616	550331.65	9797886.348	68.783401
141	3	8232	0.620703	13	0.302592	3.110736	550308.86	9797926.256	65.218201
142	3	8234	0.709829	12	0.395729	3.804328	550309.002	9798050.718	65.562599
143	3	8236	0.588872	13	0.272353	2.799204	550266.986	9798155.074	62.679298
144	3	8237	0.744843	14	0.435732	4.772994	550304.807	9798174.739	67.783302
145	3	8238	0.636618	14	0.318308	3.484274	550305.148	9798206.021	67.729698
146	3	8240	0.620703	11	0.302592	2.701026	550272.684	9798255.99	63.239201
147	3	8242	1.002674	14	0.789604	8.660863	550304.061	9798303.623	68.276199
148	3	8245	0.582506	16	0.266496	3.264429	550323.098	9798376.903	73.391403
149	3	8246	0.598421	14	0.281257	3.077847	550336.224	9798381.763	73.802696
150	3	8248	0.604787	14	0.287273	3.143832	550293.003	9798559.624	70.7855
151	3	8250	0.722562	10	0.410053	3.379208	550286.889	9798575.321	66.747803
152	3	8254	0.611154	13	0.293353	3.015547	550277.154	9798340.217	64.559402
153	3	8257	0.693914	14	0.378182	4.141272	550298.186	9797941.845	65.218201
154	3	8258	0.588872	17	0.272353	3.511788	550284.721	9797913.662	64.320297
155	3	8263	0.891266	15	0.623884	7.250315	550255	9797816.288	63.7071
156	3	8264	0.604787	16	0.287273	3.519538	550260.448	9797807.002	63.7071
157	3	8265	0.706646	13	0.392188	4.034162	550273.795	9797807.772	67.138199
158	3	8266	0.592055	10	0.275305	2.26673	550296.597	9797816.278	69.590302
159	3	8268	0.693914	9	0.378182	2.850452	550251.877	9797780.365	63.525002
160	3	8269	0.560224	13	0.246498	2.532905	550301.365	9797758.467	67.616898
161	3	8271	0.557041	12	0.243705	2.340295	550285.568	9797743.659	65.894302
162	3	8272	0.579323	12	0.263591	2.53171	550251.083	9797718.134	62.5028
163	3	8274	0.57614	18	0.260703	3.527647	550268.87	9797683.975	63.9011
164	3	8275	0.572956	13	0.25783	2.649613	550272.54	9797681.763	63.9011
165	3	8277	0.604787	12	0.287273	2.759704	550290.773	9797655.451	62.565601
166	3	8278	0.636618	12	0.318308	3.058549	550297.108	9797634.89	61.368801
167	3	8285	0.725745	16	0.413674	5.072295	550150.955	9798495.218	54.592701
168	3	8291	0.550675	11	0.238166	2.124799	550153.842	9798032.188	54.592701
169	3	8292	0.687548	13	0.371275	3.818575	550076.49	9797821.417	57.515999
170	3	8294	0.588872	12	0.272353	2.616053	550091.065	9797841.752	55.360699
171	3	8295	0.636618	12	0.318308	3.058549	550097.967	9797866.731	55.636002
172	3	8297	0.636618	8	0.318308	2.170941	550087.849	9797878.893	55.636002
173	3	8298	0.633435	12	0.315133	3.027972	550100.195	9797877.784	55.636002
174	3	8299	0.572956	12	0.25783	2.476251	550103.642	9797877.452	55.636002
175	3	8300	0.585689	13	0.269416	2.768956	550106.871	9797889.499	55.350399
176	3	8303	0.588872	10	0.272353	2.242367	550109.804	9798054.306	54.592701
177	3	8304	0.919913	14	0.664636	7.287313	550100.474	9798104.38	54.592701
178	3	8305	0.623886	13	0.305703	3.142795	550074.003	9798104.166	55.115501
179	3	8306	0.572956	12	0.25783	2.476251	550064.214	9798097.978	54.592701
180	3	8308	0.579323	13	0.263591	2.708955	550103.28	9798205.85	56.0173
181	3	8310	0.798956	16	0.501344	6.149928	550116.853	9798223.974	55.230202
182	3	8311	0.569773	12	0.254973	2.448752	550126.536	9798246.742	55.230202
183	3	8317	0.738477	12	0.428316	4.118334	550113.804	9798482.737	55.462399
184	3	8318	0.636618	10	0.318308	2.621656	550134.718	9798500.749	55.422401
185	3	8320	0.61752	10	0.299496	2.466378	550090.461	9798536.573	57.245098
186	3	8321	0.74166	12	0.432016	4.153994	550055.8727	9798584.631	59.5495
187	3	8322	0.846702	13	0.563056	5.796475	550059.656	9798552.166	59.6259
188	3	8325	0.572956	13	0.25783	2.649613	550069.657	9798515.245	59.830601
189	3	8327	0.636618	13	0.318308	3.272679	550079.884	9798492.804	57.568699
190	3	8329	0.732111	14	0.420963	4.610851	550063.856	9798444.615	59.149899
191	3	8330	0.732111	12	0.420963	4.047476	550056.731	9798421.073	58.401901
192	3	8332	0.579323	11	0.263591	2.352164	550052.358	9798278.263	60.527802
193	3	8334	0.939012	15	0.69252	8.049832	550041.781	9798234.052	61.561401
194	3	8335	0.763942	12	0.458364	4.407926	550034.876	9798198.24	59.9058
195	3	8336	0.60797	12	0.290305	2.788896	550043.771	9798187.848	58.4874
196	3	8337	0.636618	16	0.318308	3.900665	550034.529	9798145.626	57.067402
197	3	8339	0.655717	16	0.337693	4.138766	550022.724	9798083.619	54.592701
198	3	8342	0.827604	12	0.537941	5.175055	550033.03	9797930.747	58.800598
199	3	8343	0.541126	12	0.229978	2.208186	550051.893	9797754.661	55.336498
200	3	8344	0.636618	10	0.318308	2.621656	550042.201	9797689.89	54.844501
201	3	8345	0.684365	14	0.367845	4.027825	550024.411	9797713.107	55.632099
202	3	8346	0.537942	13	0.22728	2.335004	550015.405	9797724.052	55.632099
203	3	8348	0.935829	12	0.687833	6.620688	549990.492	9797729.253	59.3633
204	3	8349	0.763942	10	0.458364	3.778283	549992.72	9797742.406	60.7584
205	3	8350	0.802139	10	0.505346	4.166472	550021.204	9797785.729	59.529202
206	3	8351	0.748026	14	0.439465	4.813968	550010.529	9797797.116	63.948601
207	3	8352	0.604787	11	0.287273	2.563988	550016.986	9797820.217	60.8027
208	3	8353	0.827604	9	0.537941	4.05781	549987.736	9797825.308	64.844498
209	3	8354	1.114082	13	0.974819	10.04785	549990.186	9797838.572	64.844498
210	3	8355	0.795773	10	0.497357	4.100453	549993.751	9797861.231	64.104698
211	3	8356	1.005857	14	0.794625	8.716065	550005.22	9797913.4	62.526199
212	3	8357	0.779857	13	0.477662	4.915551	549996.28	9798190.734	59.137501
213	3	8359	0.557041	16	0.243705	2.984653	549973.589	9798183.444	58.6096
214	3	8362	0.954927	12	0.716194	6.894304	550018.202	9798233.505	61.561401
215	3	8363	0.722562	12	0.410053	3.942346	550011.096	9798283.137	64.379303
216	3	8364	0.35014	12	0.096288	0.922725	550022.554	9798291.756	63.0723
217	3	8365	0.954927	10	0.716194	5.909498	550040.239	9798292.967	63.0723
218	3	8367	0.827604	12	0.537941	5.175055	550005.878	9798323.262	64.411301
219	3	8369	0.811688	16	0.51745	6.347955	549999.321	9798341.281	64.411301
220	3	8370	0.913547	16	0.655469	8.045413	550037.139	9798352.104	61.258202
221	3	8371	0.588872	12	0.272353	2.616053	550056.601	9798344.03	59.895
222	3	8373	0.78304	15	0.481569	5.59317	550047.489	9798375.977	58.790298
223	3	8374	0.681182	10	0.364431	3.002448	550054.386	9798383.602	57.972401
224	3	8375	0.986758	13	0.764736	7.878132	550022.023	9798391.9	60.406399
225	3	8376	0.588872	10	0.272353	2.242367	550020.027	9798414.892	60.871201
226	3	8377	0.668449	13	0.350935	3.608921	550028.482	9798423.29	60.871201
227	3	8379	0.611154	12	0.293353	2.818241	550003.478	9798507.635	63.616001
228	3	8380	0.738477	8	0.428316	2.923169	550022.721	9798516.583	62.0811
229	3	8382	0.585689	12	0.269416	2.587785	549995.928	9798561.577	63.184799
230	3	8383	0.572956	10	0.25783	2.122535	549927.526	9798562.368	63.633499
231	3	8384	0.859435	12	0.580117	5.581739	549927.077	9798544.904	64.2118
232	3	8385	0.604787	12	0.287273	2.759704	549946.981	9798525.003	65.0746
233	3	8386	0.636618	13	0.318308	3.272679	549954.765	9798518.479	64.497803
234	3	8387	0.601604	13	0.284257	2.92184	549954.758	9798490.845	65.203903
235	3	8388	0.611154	12	0.293353	2.818241	549950.863	9798482.004	66.015602
236	3	8389	0.636618	12	0.318308	3.058549	549980.439	9798447.399	65.163902
237	3	8390	0.668449	13	0.350935	3.608921	549985.328	9798424.407	63.162201
238	3	8391	0.668449	12	0.350935	3.372791	549948.736	9798426.405	66.468002
239	3	8392	0.763942	13	0.458364	4.716526	549999.782	9798407.381	62.904598
240	3	8393	0.604787	12	0.287273	2.759704	549989.762	9798367.259	63.667999
241	3	8395	0.572956	14	0.25783	2.820924	549960.489	9798281.713	65.494499
242	3	8400	0.70028	12	0.385153	3.702432	549952.734	9797955.637	61.466301
243	3	8401	0.884899	16	0.615004	7.547652	549958.381	9797856.818	65.437698
244	3	8405	0.986758	17	0.764736	9.883644	549966.717	9797834.267	66.783401
245	3	8406	0.630252	13	0.311974	3.207407	549976.613	9797821.111	66.476997
246	3	8407	0.572956	12	0.25783	2.476251	549981.607	9797778.112	65.6297
247	3	8408	0.56659	17	0.252132	3.250495	549942.897	9797760.657	67.586098
248	3	8409	0.630252	11	0.311974	2.784965	549976.811	9797723.619	63.6656
249	3	8410	0.811688	16	0.51745	6.347955	549953.671	9797700.966	63.6656
250	3	8412	0.668449	14	0.350935	3.842256	549963.561	9797665.703	62.7742
251	3	8413	0.79259	12	0.493386	4.745505	549988.361	9797655.638	57.9347
252	3	8414	0.563407	12	0.249307	2.394216	549933.852	9797614.643	66.9589
253	3	8415	0.859435	17	0.580117	7.492922	549930.407	9797627.797	66.9589
254	3	8416	0.907181	16	0.646365	7.933423	549910.166	9797631.561	69.4757
255	3	8417	0.859435	7	0.580117	3.53896	549900.052	9797662.734	69.846199
256	3	8418	0.572956	12	0.25783	2.476251	549897.714	9797652.455	69.846199
257	3	8419	0.557041	13	0.243705	2.50414	549896.267	9797649.913	69.846199
258	3	8420	0.582506	17	0.266496	3.4361	549913.401	9797672.347	69.621498
259	3	8422	0.630252	12	0.311974	2.997549	549919.856	9797689.478	69.621498
260	3	8423	0.763942	12	0.458364	4.407926	549940.439	9797716.554	67.548698
261	3	8424	0.56659	13	0.252132	2.59093	549928.764	9797727.832	67.548698
262	3	8425	0.627069	12	0.308831	2.967279	549895.293	9797756.137	69.301102
263	3	8426	0.811688	16	0.51745	6.347955	549914.203	9797766.854	69.1073
264	3	8427	0.604787	16	0.287273	3.519538	549931.998	9797763.865	67.942703
265	3	8428	0.865801	17	0.588743	7.604592	549931.224	9797780.335	67.942703
266	3	8429	0.579323	12	0.263591	2.53171	549935.119	9797789.287	67.942703
267	3	8430	0.534759	12	0.224598	2.15642	549894.42	9797822.126	68.964798
268	3	8434	0.620703	16	0.302592	3.707648	549887.54	9797886.017	67.414902
269	3	8435	0.636618	10	0.318308	2.621656	549916.362	9797948.683	63.068001
270	3	8436	0.884899	13	0.615004	6.33252	549909.912	9797950.232	63.068001
271	3	8437	0.668449	10	0.350935	2.89101	549930.056	9798002.399	59.652802
272	3	8439	0.620703	12	0.302592	2.907202	549881.028	9798087.855	55.101101
273	3	8440	0.986758	12	0.764736	7.362671	549908.97	9798188.545	57.679298
274	3	8441	0.592055	12	0.275305	2.644476	549901.975	9798235.634	63.9263
275	3	8442	0.60797	14	0.290305	3.177087	549903.979	9798243.482	63.9263
276	3	8444	0.690731	12	0.374721	3.601923	549900.099	9798296.76	67.891701
277	3	8446	0.732111	15	0.420963	4.887784	549943.04	9798334.11	67.530502
278	3	8448	0.970843	10	0.740266	6.108577	549932.595	9798371.805	66.987
279	3	8449	0.706646	13	0.392188	4.034162	549935.823	9798383.963	66.381897
280	3	8450	0.620703	13	0.302592	3.110736	549951.618	9798388.602	66.381897
281	3	8451	0.582506	13	0.266496	2.738873	549954.741	9798424.083	64.986397
282	3	8452	0.572956	12	0.25783	2.476251	549931.176	9798478.029	66.015602
283	3	8453	1.002674	8	0.789604	5.396309	549914.715	9798479.581	66.795601
284	3	8454	0.986758	16	0.764736	9.389849	549899.918	9798462.783	67.318199
285	3	8455	0.620703	13	0.302592	3.110736	549903.503	9798566.353	64.416
286	3	8458	0.630252	12	0.311974	2.997549	549820.089	9798577.87	67.864502
287	3	8460	0.636618	14	0.318308	3.484274	549865.013	9797646.715	70.7724
288	3	8462	1.040871	12	0.85091	8.1943	549839.329	9797679.219	70.7118
289	3	8466	0.814871	14	0.521516	5.71498	549848.245	9797752.059	69.547302
290	3	8467	0.754393	16	0.446977	5.481597	549836.793	9797768.31	69.672699
291	3	8468	0.592055	17	0.275305	3.549942	549825.029	9797871.553	70.944901
292	3	8469	0.706646	17	0.392188	5.061125	549819.357	9797872.438	70.944901
293	3	8470	0.802139	13	0.505346	5.201111	549815.033	9797927.264	69.273102
294	3	8471	0.614337	12	0.296417	2.847741	549818.153	9797946.828	67.724899
295	3	8472	0.582506	13	0.266496	2.738873	549859.313	9797981.194	64.579498
296	3	8476	0.843519	13	0.55883	5.752877	549825.745	9798064.988	60.469799
297	3	8477	0.681182	12	0.364431	3.502799	549811.07	9798089.53	58.141102
298	3	8480	0.684365	14	0.367845	4.027825	549861.385	9798261.067	66.201897
299	3	8482	0.70028	16	0.385153	4.72183	549857.848	9798350.822	68.358398
300	3	8483	1.145913	18	1.031319	13.998348	549880.546	9798382.982	67.956497
301	3	8484	0.592055	12	0.275305	2.644476	549891.671	9798396.244	67.397301
302	3	8485	0.732111	16	0.420963	5.161875	549893.904	9798430.398	67.353699
303	3	8486	0.588872	12	0.272353	2.616053	549853.421	9798436.819	68.481003
304	3	8487	0.534759	12	0.224598	2.15642	549846.085	9798456.828	68.330101
305	3	8494	0.636618	14	0.318308	3.484274	549759.919	9798582.417	70.754799
306	3	8502	0.859435	13	0.580117	5.972517	549838.295	9798440.25	68.330101
307	3	8503	0.572956	12	0.25783	2.476251	549839.072	9798433.617	68.481003
308	3	8504	0.57614	12	0.260703	2.503903	549838.181	9798426.764	68.481003
309	3	8506	0.604787	18	0.287273	3.888034	549799.584	9798415.721	68.939697
310	3	8508	0.601604	12	0.284257	2.730666	549806.255	9798405.218	68.619003
311	3	8510	0.923097	14	0.669243	7.337945	549815.471	9798345.969	67.369698
312	3	8511	0.60797	11	0.290305	2.59111	549817.025	9798331.931	67.369698
313	3	8512	0.604787	13	0.287273	2.952911	549808.236	9798323.643	67.369698
314	3	8514	1.053603	12	0.871855	8.396457	549832.483	9798325.185	68.023102
315	3	8516	0.582506	13	0.266496	2.738873	549838.474	9798263.063	65.6567
316	3	8517	0.636618	10	0.318308	2.621656	549786.139	9798021.447	64.661903
317	3	8518	0.588872	13	0.272353	2.799204	549786.129	9797979.333	66.903397
318	3	8519	0.954927	16	0.716194	8.792525	549766.44	9797971.601	69.545197
319	3	8520	0.477464	14	0.179048	1.957369	549756.32	9797976.909	67.816498
320	3	8521	0.719379	13	0.406448	4.181182	549747.2	9797977.132	67.816498
321	3	8522	0.684365	12	0.367845	3.535687	549787.233	9797949.157	68.793198
322	3	8523	0.668449	13	0.350935	3.608921	549784.119	9797947.5	68.793198
323	3	8526	0.684365	13	0.367845	3.78322	549782.214	9797892.786	71.486801
324	3	8527	0.572956	12	0.25783	2.476251	549784.878	9797871.563	72.231796
325	3	8529	0.6589	12	0.34098	3.276902	549771.419	9797864.934	72.231796
326	3	8530	0.939012	13	0.69252	7.132585	549800	9797853.542	70.944901
327	3	8531	0.954927	13	0.716194	7.376975	549795.995	9797847.905	72.603897
328	3	8532	1.05042	16	0.866595	10.64352	549798.88	9797820.713	72.718102
329	3	8533	0.846702	16	0.563056	6.908747	549792.422	9797793.302	72.718102
330	3	8535	0.671632	14	0.354285	3.879019	549817.882	9797754.83	70.715698
331	3	8536	0.87535	17	0.601802	7.773649	549825.328	9797729.184	71.021301
332	3	8538	0.604787	16	0.287273	3.519538	549823.209	9797708.515	71.021301
333	3	8539	0.900815	18	0.637325	8.641205	549809.964	9797667.731	71.018303
334	3	8540	0.668449	14	0.350935	3.842256	549808.517	9797665.299	71.018303
335	3	8542	0.572956	16	0.25783	3.158041	549833.986	9797663.193	70.929497
336	3	8543	0.939012	18	0.69252	9.39132	549836.655	9797661.423	70.929497
337	3	8544	0.604787	12	0.287273	2.759704	549848.996	9797641.635	70.929497
338	3	8549	0.604787	13	0.287273	2.952911	549761.054	9797768.437	74.313698
339	3	8552	0.738477	12	0.428316	4.118334	549756.522	9797880.962	73.547302
340	3	8553	0.954927	8	0.716194	4.893537	549755.981	9797940.209	71.120598
341	3	8554	0.579323	12	0.263591	2.53171	549730.537	9798046.66	64.576401
342	3	8555	0.929463	17	0.678506	8.766828	549740.666	9798078.049	61.3969
343	3	8559	0.35014	12	0.096288	0.922725	549770.745	9798272.803	63.5509
344	3	8563	0.56659	16	0.252132	3.088097	549784.222	9798350.616	67.901199
345	3	8564	0.837153	13	0.550427	5.666176	549778.555	9798372.504	67.901199
346	3	8567	0.515661	16	0.208842	2.556801	549760.897	9798478.621	70.826302
347	3	8573	0.598421	17	0.281257	3.62687	549708.532	9798560.872	71.891403
348	3	8575	0.620703	12	0.302592	2.907202	549672.169	9798587.63	75.731903
